date,DISTSIM_BENCH.active_cores,DISTSIM_BENCH.benchmark_grp,DISTSIM_BENCH.benchmark_id,DISTSIM_BENCH.benchtime_ms,DISTSIM_BENCH.dataprocessed,DISTSIM_BENCH.host_CPI,DISTSIM_BENCH.host_L2_BW,DISTSIM_BENCH.host_L3_BW,DISTSIM_BENCH.host_L3_SYSTEM_BW,DISTSIM_BENCH.host_MEM_BW,DISTSIM_BENCH.host_context_switch,DISTSIM_BENCH.host_cpupercent,DISTSIM_BENCH.host_disk_io,DISTSIM_BENCH.host_disk_io_time,DISTSIM_BENCH.host_disk_weighted_io_time,DISTSIM_BENCH.host_memory,DISTSIM_BENCH.host_network,DISTSIM_BENCH.host_pagefault,DISTSIM_BENCH.host_sched_iowait,DISTSIM_BENCH.host_sched_wait,DISTSIM_BENCH.interference,DISTSIM_BENCH.interference-0,DISTSIM_BENCH.interference-1,DISTSIM_BENCH.interval,DISTSIM_BENCH.latency,DISTSIM_BENCH.latency90,DISTSIM_BENCH.memory_limit,DISTSIM_BENCH.process_dur_ms,DISTSIM_BENCH.throughput,DISTSIM_BENCH.total_dur_ms,DISTSIM_BENCH.web_IPC,DISTSIM_BENCH.web_cpupercent,DISTSIM_BENCH.web_memory,DISTSIM_BENCH.weighted_latency
3/28/2019 1:27:22.081000000 PM,2,1553797613.0,prev,1553797641474,False,3,23055100800,11527548000,364.596,269.263,8714.784,43.278,76.16,54.4,632.002,3977.215,155.987,0,0,0,,,,5,0.001,0.001,32,61.830000000000005,1,78.904,,,,0.001
3/28/2019 1:27:27.364000000 PM,2,1553797613.0,luindex,1553797646774,False,3,23055072000,11527533400,364.162,265.75,11710.669,51.749,363.199,186.4,336,4022.855,159.901,0,0,0,,,,5,0.353,0.374,32,50.659000000000006,7,61.027,,,,0.177
3/28/2019 1:27:33.045000000 PM,2,1553797613.0,luindex,1553797652462,False,3,23055327400,11527670400,738.824,396.355,13221.894,59.67,478.401,248.801,906.404,4021.496,201.643,0,0,0,,,,5,0.336,0.349,32,55.218999999999994,8,62.047,,,,0.168
3/28/2019 1:27:38.166000000 PM,2,1553797613.0,luindex,1553797657593,False,3,23048976200,11524468200,825.807,460.803,12193.432,61.366,417.76099999999997,232.801,364.801,4025.496,202.515,0,0,0,,,,5,0.363,0.372,32,47.167,7,53.375,,,,0.181
3/28/2019 1:27:43.400000000 PM,2,1553797613.0,luindex,1553797662818,False,3,23055348400,11527680800,799.433,460.634,12540.677,61.323,430.557,230.398,361.597,4001.332,170.285,0,0,0,,,,5,0.347,0.384,32,44.261,7,55.203,,,,0.173
3/28/2019 1:27:48.730000000 PM,2,1553797613.0,luindex,1553797668172,False,3,23055348400,11527680800,799.433,460.634,13458.923,63.932,440.646,237.604,404.007,4036.004,216.561,0,0,0,,,,5,0.37,0.386,32,34.956,7,39.821000000000005,,,,0.185
3/28/2019 1:27:53.840000000 PM,2,1553797613.0,luindex,1553797673266,False,3,23055126200,11527561400,853.897,488.895,13521.413,68.916,373.596,203.198,312.796,4026.012,253.311,0,0,0,,,,5,0.34,0.349,32,41.445,7,48.807,,,,0.17
3/28/2019 1:27:59.334000000 PM,2,1553797613.0,luindex,1553797678767,False,3,23055361200,11527652800,885.921,526.863,12879.618,69.27,705.9219999999999,292,4957.598,3977.688,240.661,0,0,0,,,,5,0.397,0.489,32,42.735,7,48.864,,,,0.198
3/28/2019 1:28:04.711000000 PM,2,1553797613.0,luindex,1553797684150,False,3,23055361200,11527652800,885.921,526.863,14982.292,80.644,433.605,217.603,348.005,4027.195,295.268,0,0,0,,,,5,0.366,0.396,32,37.564,7,43.22,,,,0.183
3/28/2019 1:28:10.124000000 PM,2,1553797613.0,luindex,1553797689521,False,3,23055182800,11527606000,1077.351,698.832,14544.053,89.121,390.232,232.795,333.592,4001.309,385.902,0,0,0,,,,5,0.358,0.381,32,55.739999999999995,7,77.034,,,,0.179
3/28/2019 1:28:15.972000000 PM,2,1553797613.0,luindex,1553797695387,False,3,23055308600,11527645800,1096.288,738.44,14855.028,92.114,425.918,231.2,350.4,4020.359,361.035,0,0,0,,,,5,0.433,0.604,32,47.870999999999995,7,58.486999999999995,,,,0.216
3/28/2019 1:28:21.247000000 PM,2,1553797613.0,luindex,1553797700687,False,3,23054583400,11527331800,1113.42,741.062,13973.458,89.66,553.125,330.403,8103.266,4015.059,385.645,0,0,0,,,,5,0.371,0.396,32,36.134,7,41.88,,,,0.185
